aggregation,source,source_role,baseline,api_group,generation_seed,category,n_total,n_known,n_true,n_false,n_unknown,failure_rate_known,failure_rate_total_lower_bound
seed_baseline_group,events.checkpoint,campaign_checkpoint,B2,tensor_creation,3407,undefined_name_error,12,8,0,8,4,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B2,tensor_creation,3407,argument_signature_error,12,8,0,8,4,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B2,tensor_creation,3407,dependency_import_error,12,8,0,8,4,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B2,tensor_creation,3407,setup_or_environment_error,12,8,0,8,4,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B2,tensor_creation,3407,resource_exhaustion,12,8,0,8,4,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B2,tensor_creation,3407,runtime_error_other,12,8,0,8,4,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B2,tensor_creation,3407,assertion_failure,12,8,0,8,4,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B2,tensor_creation,3407,timeout,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B2,tensor_creation,3407,missing_oracle,12,8,0,8,4,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B2,tensor_creation,3407,oracle_not_executed,12,8,5,3,4,0.625,0.4166666666666667
seed_baseline_group,events.checkpoint,campaign_checkpoint,B2,tensor_creation,3407,fake_assertion,12,8,2,6,4,0.25,0.16666666666666666
seed_baseline_group,events.checkpoint,campaign_checkpoint,B2,tensor_creation,3407,broad_exception_swallowing,12,8,0,8,4,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B2,tensor_creation,3407,target_not_executed,12,8,5,3,4,0.625,0.4166666666666667
seed_baseline_group,events.checkpoint,campaign_checkpoint,B2,tensor_creation,3407,truncated_generation,12,12,9,3,0,0.75,0.75
seed_baseline_group,events.checkpoint,campaign_checkpoint,B2,tensor_creation,3407,nondeterministic_failure,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,autograd_transform_compile_and_export,3407,syntax_error,12,12,12,0,0,1.0,1.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,autograd_transform_compile_and_export,3407,wrong_or_missing_target_api,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,autograd_transform_compile_and_export,3407,missing_import,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,autograd_transform_compile_and_export,3407,shape_or_dtype_error,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,autograd_transform_compile_and_export,3407,index_or_bounds_error,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,autograd_transform_compile_and_export,3407,undefined_name_error,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,autograd_transform_compile_and_export,3407,argument_signature_error,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,autograd_transform_compile_and_export,3407,dependency_import_error,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,autograd_transform_compile_and_export,3407,setup_or_environment_error,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,autograd_transform_compile_and_export,3407,resource_exhaustion,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,autograd_transform_compile_and_export,3407,runtime_error_other,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,autograd_transform_compile_and_export,3407,assertion_failure,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,autograd_transform_compile_and_export,3407,timeout,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,autograd_transform_compile_and_export,3407,missing_oracle,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,autograd_transform_compile_and_export,3407,oracle_not_executed,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,autograd_transform_compile_and_export,3407,fake_assertion,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,autograd_transform_compile_and_export,3407,broad_exception_swallowing,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,autograd_transform_compile_and_export,3407,target_not_executed,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,autograd_transform_compile_and_export,3407,truncated_generation,12,12,12,0,0,1.0,1.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,autograd_transform_compile_and_export,3407,nondeterministic_failure,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,convolution_and_pooling,3407,syntax_error,12,12,10,2,0,0.8333333333333334,0.8333333333333334
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,convolution_and_pooling,3407,wrong_or_missing_target_api,12,2,0,2,10,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,convolution_and_pooling,3407,missing_import,12,2,0,2,10,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,convolution_and_pooling,3407,shape_or_dtype_error,12,2,0,2,10,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,convolution_and_pooling,3407,index_or_bounds_error,12,2,0,2,10,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,convolution_and_pooling,3407,undefined_name_error,12,2,1,1,10,0.5,0.08333333333333333
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,convolution_and_pooling,3407,argument_signature_error,12,2,0,2,10,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,convolution_and_pooling,3407,dependency_import_error,12,2,0,2,10,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,convolution_and_pooling,3407,setup_or_environment_error,12,2,0,2,10,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,convolution_and_pooling,3407,resource_exhaustion,12,2,0,2,10,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,convolution_and_pooling,3407,runtime_error_other,12,2,0,2,10,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,convolution_and_pooling,3407,assertion_failure,12,2,0,2,10,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,convolution_and_pooling,3407,timeout,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,convolution_and_pooling,3407,missing_oracle,12,2,2,0,10,1.0,0.16666666666666666
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,convolution_and_pooling,3407,oracle_not_executed,12,2,0,2,10,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,convolution_and_pooling,3407,fake_assertion,12,2,0,2,10,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,convolution_and_pooling,3407,broad_exception_swallowing,12,2,0,2,10,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,convolution_and_pooling,3407,target_not_executed,12,2,1,1,10,0.5,0.08333333333333333
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,convolution_and_pooling,3407,truncated_generation,12,12,12,0,0,1.0,1.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,convolution_and_pooling,3407,nondeterministic_failure,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,fft_and_spectral,3407,syntax_error,12,12,12,0,0,1.0,1.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,fft_and_spectral,3407,wrong_or_missing_target_api,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,fft_and_spectral,3407,missing_import,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,fft_and_spectral,3407,shape_or_dtype_error,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,fft_and_spectral,3407,index_or_bounds_error,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,fft_and_spectral,3407,undefined_name_error,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,fft_and_spectral,3407,argument_signature_error,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,fft_and_spectral,3407,dependency_import_error,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,fft_and_spectral,3407,setup_or_environment_error,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,fft_and_spectral,3407,resource_exhaustion,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,fft_and_spectral,3407,runtime_error_other,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,fft_and_spectral,3407,assertion_failure,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,fft_and_spectral,3407,timeout,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,fft_and_spectral,3407,missing_oracle,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,fft_and_spectral,3407,oracle_not_executed,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,fft_and_spectral,3407,fake_assertion,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,fft_and_spectral,3407,broad_exception_swallowing,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,fft_and_spectral,3407,target_not_executed,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,fft_and_spectral,3407,truncated_generation,12,12,12,0,0,1.0,1.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,fft_and_spectral,3407,nondeterministic_failure,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,indexing_gather_and_scatter,3407,syntax_error,12,12,12,0,0,1.0,1.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,indexing_gather_and_scatter,3407,wrong_or_missing_target_api,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,indexing_gather_and_scatter,3407,missing_import,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,indexing_gather_and_scatter,3407,shape_or_dtype_error,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,indexing_gather_and_scatter,3407,index_or_bounds_error,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,indexing_gather_and_scatter,3407,undefined_name_error,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,indexing_gather_and_scatter,3407,argument_signature_error,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,indexing_gather_and_scatter,3407,dependency_import_error,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,indexing_gather_and_scatter,3407,setup_or_environment_error,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,indexing_gather_and_scatter,3407,resource_exhaustion,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,indexing_gather_and_scatter,3407,runtime_error_other,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,indexing_gather_and_scatter,3407,assertion_failure,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,indexing_gather_and_scatter,3407,timeout,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,indexing_gather_and_scatter,3407,missing_oracle,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,indexing_gather_and_scatter,3407,oracle_not_executed,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,indexing_gather_and_scatter,3407,fake_assertion,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,indexing_gather_and_scatter,3407,broad_exception_swallowing,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,indexing_gather_and_scatter,3407,target_not_executed,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,indexing_gather_and_scatter,3407,truncated_generation,12,12,12,0,0,1.0,1.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,indexing_gather_and_scatter,3407,nondeterministic_failure,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,linear_algebra,3407,syntax_error,12,12,12,0,0,1.0,1.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,linear_algebra,3407,wrong_or_missing_target_api,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,linear_algebra,3407,missing_import,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,linear_algebra,3407,shape_or_dtype_error,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,linear_algebra,3407,index_or_bounds_error,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,linear_algebra,3407,undefined_name_error,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,linear_algebra,3407,argument_signature_error,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,linear_algebra,3407,dependency_import_error,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,linear_algebra,3407,setup_or_environment_error,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,linear_algebra,3407,resource_exhaustion,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,linear_algebra,3407,runtime_error_other,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,linear_algebra,3407,assertion_failure,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,linear_algebra,3407,timeout,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,linear_algebra,3407,missing_oracle,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,linear_algebra,3407,oracle_not_executed,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,linear_algebra,3407,fake_assertion,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,linear_algebra,3407,broad_exception_swallowing,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,linear_algebra,3407,target_not_executed,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,linear_algebra,3407,truncated_generation,12,12,12,0,0,1.0,1.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,linear_algebra,3407,nondeterministic_failure,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,normalization_activation_and_loss,3407,syntax_error,12,12,12,0,0,1.0,1.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,normalization_activation_and_loss,3407,wrong_or_missing_target_api,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,normalization_activation_and_loss,3407,missing_import,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,normalization_activation_and_loss,3407,shape_or_dtype_error,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,normalization_activation_and_loss,3407,index_or_bounds_error,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,normalization_activation_and_loss,3407,undefined_name_error,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,normalization_activation_and_loss,3407,argument_signature_error,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,normalization_activation_and_loss,3407,dependency_import_error,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,normalization_activation_and_loss,3407,setup_or_environment_error,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,normalization_activation_and_loss,3407,resource_exhaustion,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,normalization_activation_and_loss,3407,runtime_error_other,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,normalization_activation_and_loss,3407,assertion_failure,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,normalization_activation_and_loss,3407,timeout,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,normalization_activation_and_loss,3407,missing_oracle,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,normalization_activation_and_loss,3407,oracle_not_executed,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,normalization_activation_and_loss,3407,fake_assertion,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,normalization_activation_and_loss,3407,broad_exception_swallowing,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,normalization_activation_and_loss,3407,target_not_executed,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,normalization_activation_and_loss,3407,truncated_generation,12,12,12,0,0,1.0,1.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,normalization_activation_and_loss,3407,nondeterministic_failure,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,reduction_and_statistics,3407,syntax_error,12,12,12,0,0,1.0,1.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,reduction_and_statistics,3407,wrong_or_missing_target_api,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,reduction_and_statistics,3407,missing_import,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,reduction_and_statistics,3407,shape_or_dtype_error,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,reduction_and_statistics,3407,index_or_bounds_error,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,reduction_and_statistics,3407,undefined_name_error,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,reduction_and_statistics,3407,argument_signature_error,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,reduction_and_statistics,3407,dependency_import_error,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,reduction_and_statistics,3407,setup_or_environment_error,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,reduction_and_statistics,3407,resource_exhaustion,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,reduction_and_statistics,3407,runtime_error_other,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,reduction_and_statistics,3407,assertion_failure,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,reduction_and_statistics,3407,timeout,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,reduction_and_statistics,3407,missing_oracle,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,reduction_and_statistics,3407,oracle_not_executed,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,reduction_and_statistics,3407,fake_assertion,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,reduction_and_statistics,3407,broad_exception_swallowing,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,reduction_and_statistics,3407,target_not_executed,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,reduction_and_statistics,3407,truncated_generation,12,12,12,0,0,1.0,1.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,reduction_and_statistics,3407,nondeterministic_failure,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,shape_and_composition,3407,syntax_error,12,12,12,0,0,1.0,1.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,shape_and_composition,3407,wrong_or_missing_target_api,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,shape_and_composition,3407,missing_import,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,shape_and_composition,3407,shape_or_dtype_error,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,shape_and_composition,3407,index_or_bounds_error,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,shape_and_composition,3407,undefined_name_error,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,shape_and_composition,3407,argument_signature_error,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,shape_and_composition,3407,dependency_import_error,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,shape_and_composition,3407,setup_or_environment_error,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,shape_and_composition,3407,resource_exhaustion,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,shape_and_composition,3407,runtime_error_other,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,shape_and_composition,3407,assertion_failure,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,shape_and_composition,3407,timeout,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,shape_and_composition,3407,missing_oracle,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,shape_and_composition,3407,oracle_not_executed,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,shape_and_composition,3407,fake_assertion,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,shape_and_composition,3407,broad_exception_swallowing,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,shape_and_composition,3407,target_not_executed,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,shape_and_composition,3407,truncated_generation,12,12,12,0,0,1.0,1.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,shape_and_composition,3407,nondeterministic_failure,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,sparse,3407,syntax_error,12,12,12,0,0,1.0,1.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,sparse,3407,wrong_or_missing_target_api,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,sparse,3407,missing_import,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,sparse,3407,shape_or_dtype_error,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,sparse,3407,index_or_bounds_error,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,sparse,3407,undefined_name_error,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,sparse,3407,argument_signature_error,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,sparse,3407,dependency_import_error,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,sparse,3407,setup_or_environment_error,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,sparse,3407,resource_exhaustion,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,sparse,3407,runtime_error_other,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,sparse,3407,assertion_failure,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,sparse,3407,timeout,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,sparse,3407,missing_oracle,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,sparse,3407,oracle_not_executed,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,sparse,3407,fake_assertion,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,sparse,3407,broad_exception_swallowing,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,sparse,3407,target_not_executed,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,sparse,3407,truncated_generation,12,12,12,0,0,1.0,1.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,sparse,3407,nondeterministic_failure,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,tensor_creation,3407,syntax_error,12,12,12,0,0,1.0,1.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,tensor_creation,3407,wrong_or_missing_target_api,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,tensor_creation,3407,missing_import,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,tensor_creation,3407,shape_or_dtype_error,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,tensor_creation,3407,index_or_bounds_error,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,tensor_creation,3407,undefined_name_error,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,tensor_creation,3407,argument_signature_error,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,tensor_creation,3407,dependency_import_error,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,tensor_creation,3407,setup_or_environment_error,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,tensor_creation,3407,resource_exhaustion,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,tensor_creation,3407,runtime_error_other,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,tensor_creation,3407,assertion_failure,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,tensor_creation,3407,timeout,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B3,tensor_creation,3407,missing_oracle,12,0,0,0,12,,0.0
